"year_month","customer_id","monthly_rfm_score","segment"
"2015-04-01 00:00:00+07","NC-18415","443","At Risk"
"2015-04-01 00:00:00+07","MP-17965","412","At Risk"
"2015-04-01 00:00:00+07","DP-13000","413","At Risk"
"2015-04-01 00:00:00+07","JM-15535","423","At Risk"
"2015-04-01 00:00:00+07","GA-14515","411","At Risk"
"2015-04-01 00:00:00+07","DM-13345","443","At Risk"
"2015-04-01 00:00:00+07","SB-20185","421","At Risk"
"2015-04-01 00:00:00+07","LL-16840","411","At Risk"
"2015-04-01 00:00:00+07","BN-11470","455","At Risk"
"2015-04-01 00:00:00+07","TP-21130","454","At Risk"
"2015-04-01 00:00:00+07","BT-11395","422","At Risk"
"2015-04-01 00:00:00+07","HJ-14875","424","At Risk"
"2015-04-01 00:00:00+07","FP-14320","421","At Risk"
"2015-04-01 00:00:00+07","SS-20590","455","At Risk"
"2015-04-01 00:00:00+07","TH-21100","455","At Risk"
"2015-04-01 00:00:00+07","EB-14110","421","At Risk"
"2015-04-01 00:00:00+07","AW-10840","455","At Risk"
"2015-04-01 00:00:00+07","RD-19660","444","At Risk"
"2015-04-01 00:00:00+07","AR-10540","422","At Risk"
"2015-04-01 00:00:00+07","PR-18880","423","At Risk"
"2015-04-01 00:00:00+07","SE-20110","422","At Risk"
"2015-04-01 00:00:00+07","DM-12955","455","At Risk"
"2015-04-01 00:00:00+07","EH-14125","423","At Risk"
"2015-04-01 00:00:00+07","JK-15370","442","At Risk"
"2015-04-01 00:00:00+07","IG-15085","442","At Risk"
"2015-04-01 00:00:00+07","MC-18100","455","At Risk"
"2015-04-01 00:00:00+07","PF-19120","431","At Risk"
"2015-04-01 00:00:00+07","FM-14290","455","At Risk"
"2015-04-01 00:00:00+07","RP-19390","434","At Risk"
"2015-04-01 00:00:00+07","MH-17455","444","At Risk"
"2015-04-01 00:00:00+07","TT-21220","414","At Risk"
"2015-04-01 00:00:00+07","JF-15415","433","At Risk"
"2015-04-01 00:00:00+07","GG-14650","443","At Risk"
"2015-04-01 00:00:00+07","TT-21070","455","At Risk"
"2015-04-01 00:00:00+07","VT-21700","411","At Risk"
"2015-04-01 00:00:00+07","CA-11965","431","At Risk"
"2015-04-01 00:00:00+07","NC-18340","411","At Risk"
"2015-04-01 00:00:00+07","NF-18595","413","At Risk"
"2015-04-01 00:00:00+07","JD-15790","444","At Risk"
"2015-04-01 00:00:00+07","MO-17950","413","At Risk"
"2015-04-01 00:00:00+07","CS-11845","455","At Risk"
"2015-03-01 00:00:00+07","SC-20260","444","At Risk"
"2015-03-01 00:00:00+07","EB-13705","423","At Risk"
"2015-03-01 00:00:00+07","DR-12940","442","At Risk"
"2015-03-01 00:00:00+07","FC-14335","423","At Risk"
"2015-03-01 00:00:00+07","RB-19435","412","At Risk"
"2015-03-01 00:00:00+07","AS-10240","455","At Risk"
"2015-03-01 00:00:00+07","DO-13435","444","At Risk"
"2015-03-01 00:00:00+07","SL-20155","431","At Risk"
"2015-03-01 00:00:00+07","CM-12115","455","At Risk"
"2015-03-01 00:00:00+07","JH-15820","455","At Risk"
"2015-03-01 00:00:00+07","AB-10165","423","At Risk"
"2015-03-01 00:00:00+07","CK-12205","425","At Risk"
"2015-03-01 00:00:00+07","MV-17485","444","At Risk"
"2015-03-01 00:00:00+07","GM-14500","434","At Risk"
"2015-03-01 00:00:00+07","SM-20950","421","At Risk"
"2015-03-01 00:00:00+07","EB-13840","431","At Risk"
"2015-03-01 00:00:00+07","BV-11245","444","At Risk"
"2015-03-01 00:00:00+07","DP-13390","442","At Risk"
"2015-03-01 00:00:00+07","BP-11185","455","At Risk"
"2015-03-01 00:00:00+07","CP-12085","444","At Risk"
"2015-03-01 00:00:00+07","SG-20470","434","At Risk"
"2015-03-01 00:00:00+07","AM-10360","422","At Risk"
"2015-03-01 00:00:00+07","JD-16060","443","At Risk"
"2015-03-01 00:00:00+07","BP-11095","454","At Risk"
"2015-03-01 00:00:00+07","RD-19900","455","At Risk"
"2015-03-01 00:00:00+07","JD-16150","421","At Risk"
"2015-03-01 00:00:00+07","DC-13285","432","At Risk"
"2015-03-01 00:00:00+07","DB-13210","423","At Risk"
"2015-03-01 00:00:00+07","FW-14395","455","At Risk"
"2015-03-01 00:00:00+07","JW-16075","421","At Risk"
"2015-03-01 00:00:00+07","BW-11110","444","At Risk"
"2015-03-01 00:00:00+07","DH-13075","411","At Risk"
"2015-03-01 00:00:00+07","BM-11785","455","At Risk"
"2015-03-01 00:00:00+07","JK-15730","425","At Risk"
"2015-03-01 00:00:00+07","JO-15550","432","At Risk"
"2015-03-01 00:00:00+07","FH-14365","421","At Risk"
"2015-03-01 00:00:00+07","GA-14725","455","At Risk"
"2015-03-01 00:00:00+07","DC-12850","455","At Risk"
"2015-03-01 00:00:00+07","BK-11260","413","At Risk"
"2015-03-01 00:00:00+07","CM-12655","432","At Risk"
"2015-03-01 00:00:00+07","MC-18130","455","At Risk"
"2015-03-01 00:00:00+07","HR-14830","434","At Risk"
"2015-03-01 00:00:00+07","JK-15640","455","At Risk"
"2015-03-01 00:00:00+07","MF-18250","444","At Risk"
"2015-03-01 00:00:00+07","CM-12385","411","At Risk"
"2015-03-01 00:00:00+07","MS-17980","444","At Risk"
"2015-03-01 00:00:00+07","JE-15475","443","At Risk"
"2015-03-01 00:00:00+07","MS-17710","432","At Risk"
"2015-03-01 00:00:00+07","KS-16300","455","At Risk"
"2015-03-01 00:00:00+07","EP-13915","422","At Risk"
"2015-03-01 00:00:00+07","AI-10855","455","At Risk"
"2015-03-01 00:00:00+07","MC-17275","443","At Risk"
"2015-03-01 00:00:00+07","NF-18595","431","At Risk"
"2015-03-01 00:00:00+07","EB-14170","455","At Risk"
"2015-03-01 00:00:00+07","EB-13750","424","At Risk"
"2015-03-01 00:00:00+07","TS-21340","455","At Risk"
"2015-03-01 00:00:00+07","KB-16585","444","At Risk"
"2015-03-01 00:00:00+07","NS-18640","432","At Risk"
"2015-03-01 00:00:00+07","TG-21310","455","At Risk"
"2015-03-01 00:00:00+07","AR-10825","455","At Risk"
"2015-03-01 00:00:00+07","FO-14305","455","At Risk"
"2015-03-01 00:00:00+07","DK-12895","411","At Risk"
"2015-03-01 00:00:00+07","EM-14140","411","At Risk"
"2015-03-01 00:00:00+07","JL-15850","421","At Risk"
"2015-03-01 00:00:00+07","AH-10195","433","At Risk"
"2015-03-01 00:00:00+07","KN-16390","422","At Risk"
"2015-03-01 00:00:00+07","MV-18190","454","At Risk"
"2015-03-01 00:00:00+07","MS-17365","413","At Risk"
"2015-03-01 00:00:00+07","JJ-15445","455","At Risk"
"2015-03-01 00:00:00+07","SF-20200","424","At Risk"
"2015-03-01 00:00:00+07","LF-17185","421","At Risk"
"2015-03-01 00:00:00+07","DK-13090","431","At Risk"
"2015-03-01 00:00:00+07","PA-19060","433","At Risk"
"2015-03-01 00:00:00+07","CM-12715","431","At Risk"
"2015-03-01 00:00:00+07","RP-19390","455","At Risk"
"2015-03-01 00:00:00+07","TP-21565","444","At Risk"
"2015-03-01 00:00:00+07","ST-20530","444","At Risk"
"2015-02-01 00:00:00+07","VD-21670","432","At Risk"
"2015-02-01 00:00:00+07","ES-14080","432","At Risk"
"2015-02-01 00:00:00+07","BT-11395","425","At Risk"
"2015-02-01 00:00:00+07","NP-18670","432","At Risk"
"2015-02-01 00:00:00+07","SS-20875","435","At Risk"
"2015-02-01 00:00:00+07","LC-16960","434","At Risk"
"2015-02-01 00:00:00+07","PS-19045","444","At Risk"
"2015-02-01 00:00:00+07","PW-19240","431","At Risk"
"2015-02-01 00:00:00+07","JE-15715","444","At Risk"
"2015-02-01 00:00:00+07","KA-16525","442","At Risk"
"2015-02-01 00:00:00+07","LM-17065","455","At Risk"
"2015-02-01 00:00:00+07","AB-10600","455","At Risk"
"2015-02-01 00:00:00+07","GT-14755","434","At Risk"
"2015-02-01 00:00:00+07","RD-19585","423","At Risk"
"2015-02-01 00:00:00+07","SP-20860","454","At Risk"
"2015-02-01 00:00:00+07","RP-19855","421","At Risk"
"2015-02-01 00:00:00+07","JM-16195","412","At Risk"
"2015-02-01 00:00:00+07","KB-16315","412","At Risk"
"2015-02-01 00:00:00+07","TT-21070","432","At Risk"
"2015-02-01 00:00:00+07","NB-18655","444","At Risk"
"2015-02-01 00:00:00+07","FA-14230","424","At Risk"
"2015-02-01 00:00:00+07","SJ-20215","443","At Risk"
"2015-02-01 00:00:00+07","MS-17980","455","At Risk"
"2015-02-01 00:00:00+07","JF-15565","432","At Risk"
"2015-02-01 00:00:00+07","LH-17020","443","At Risk"
"2015-02-01 00:00:00+07","BH-11710","425","At Risk"
"2015-02-01 00:00:00+07","DK-12835","422","At Risk"
"2015-02-01 00:00:00+07","IL-15100","421","At Risk"
"2015-02-01 00:00:00+07","LO-17170","433","At Risk"
"2015-02-01 00:00:00+07","VW-21775","455","At Risk"
"2015-02-01 00:00:00+07","TS-21655","412","At Risk"
"2015-02-01 00:00:00+07","RW-19540","443","At Risk"
"2015-02-01 00:00:00+07","PW-19030","444","At Risk"
"2015-02-01 00:00:00+07","KH-16630","455","At Risk"
"2015-02-01 00:00:00+07","AA-10375","433","At Risk"
"2015-02-01 00:00:00+07","FO-14305","444","At Risk"
"2015-01-01 00:00:00+07","KB-16315","414","At Risk"
"2015-01-01 00:00:00+07","CC-12145","431","At Risk"
"2015-01-01 00:00:00+07","JP-15520","455","At Risk"
"2015-01-01 00:00:00+07","JH-15985","431","At Risk"
"2015-01-01 00:00:00+07","SC-20305","431","At Risk"
"2015-01-01 00:00:00+07","SV-20365","411","At Risk"
"2015-01-01 00:00:00+07","EM-13825","443","At Risk"
"2015-01-01 00:00:00+07","CR-12820","455","At Risk"
"2015-01-01 00:00:00+07","CW-11905","434","At Risk"
"2015-01-01 00:00:00+07","PM-18940","422","At Risk"
"2015-01-01 00:00:00+07","JS-15940","443","At Risk"
"2015-01-01 00:00:00+07","AH-10465","411","At Risk"
"2015-01-01 00:00:00+07","SC-20260","455","At Risk"
"2015-01-01 00:00:00+07","PB-19150","422","At Risk"
"2015-01-01 00:00:00+07","KS-16300","455","At Risk"
"2015-01-01 00:00:00+07","YS-21880","432","At Risk"
"2015-01-01 00:00:00+07","CS-12490","412","At Risk"
"2015-01-01 00:00:00+07","MM-17920","431","At Risk"
"2015-01-01 00:00:00+07","CC-12685","412","At Risk"
"2015-01-01 00:00:00+07","SP-20620","434","At Risk"
"2015-01-01 00:00:00+07","BG-11695","414","At Risk"
"2015-01-01 00:00:00+07","JL-15175","423","At Risk"
"2015-01-01 00:00:00+07","SR-20740","444","At Risk"
"2015-01-01 00:00:00+07","CS-12250","424","At Risk"
"2015-01-01 00:00:00+07","AG-10495","443","At Risk"
"2015-01-01 00:00:00+07","SF-20965","455","At Risk"
"2015-01-01 00:00:00+07","VW-21775","411","At Risk"
"2015-01-01 00:00:00+07","CB-12535","413","At Risk"
"2014-12-01 00:00:00+07","CM-11815","544","Lost Customers"
"2014-12-01 00:00:00+07","PC-18745","531","Lost Customers"
"2014-12-01 00:00:00+07","GM-14455","533","Lost Customers"
"2014-12-01 00:00:00+07","RW-19630","524","Lost Customers"
"2014-12-01 00:00:00+07","KM-16375","511","Lost Customers"
"2014-12-01 00:00:00+07","AH-10030","534","Lost Customers"
"2014-12-01 00:00:00+07","JL-15175","532","Lost Customers"
"2014-12-01 00:00:00+07","AR-10345","531","Lost Customers"
"2014-12-01 00:00:00+07","SP-20620","512","Lost Customers"
"2014-12-01 00:00:00+07","DD-13570","544","Lost Customers"
"2014-12-01 00:00:00+07","KB-16600","555","Lost Customers"
"2014-12-01 00:00:00+07","AJ-10960","523","Lost Customers"
"2014-12-01 00:00:00+07","GA-14725","555","Lost Customers"
"2014-12-01 00:00:00+07","MF-17665","532","Lost Customers"
"2014-12-01 00:00:00+07","AJ-10795","511","Lost Customers"
"2014-12-01 00:00:00+07","ZC-21910","544","Lost Customers"
"2014-12-01 00:00:00+07","ST-20530","534","Lost Customers"
"2014-12-01 00:00:00+07","MG-17890","555","Lost Customers"
"2014-12-01 00:00:00+07","AI-10855","522","Lost Customers"
"2014-12-01 00:00:00+07","RE-19405","544","Lost Customers"
"2014-12-01 00:00:00+07","DC-13285","523","Lost Customers"
"2014-12-01 00:00:00+07","SP-20860","533","Lost Customers"
"2014-12-01 00:00:00+07","AJ-10780","511","Lost Customers"
"2014-12-01 00:00:00+07","MD-17350","521","Lost Customers"
"2014-12-01 00:00:00+07","TB-21190","531","Lost Customers"
"2014-12-01 00:00:00+07","AT-10435","555","Lost Customers"
"2014-12-01 00:00:00+07","RP-19390","511","Lost Customers"
"2014-12-01 00:00:00+07","TC-20980","532","Lost Customers"
"2014-12-01 00:00:00+07","CD-12790","513","Lost Customers"
"2014-12-01 00:00:00+07","Co-12640","524","Lost Customers"
"2014-12-01 00:00:00+07","NC-18415","555","Lost Customers"
"2014-12-01 00:00:00+07","JF-15490","533","Lost Customers"
"2014-12-01 00:00:00+07","KB-16315","522","Lost Customers"
"2014-12-01 00:00:00+07","MG-17695","512","Lost Customers"
"2014-12-01 00:00:00+07","KL-16555","511","Lost Customers"
"2014-12-01 00:00:00+07","AY-10555","555","Lost Customers"
"2014-12-01 00:00:00+07","CA-12265","555","Lost Customers"
"2014-12-01 00:00:00+07","AD-10180","532","Lost Customers"
"2014-12-01 00:00:00+07","TB-21520","543","Lost Customers"
"2014-12-01 00:00:00+07","CK-12595","525","Lost Customers"
"2014-12-01 00:00:00+07","JC-16105","522","Lost Customers"
"2014-12-01 00:00:00+07","LF-17185","534","Lost Customers"
"2014-12-01 00:00:00+07","AS-10090","555","Lost Customers"
"2014-12-01 00:00:00+07","BF-11170","511","Lost Customers"
"2014-12-01 00:00:00+07","SF-20200","543","Lost Customers"
"2014-12-01 00:00:00+07","CC-12670","512","Lost Customers"
"2014-12-01 00:00:00+07","ME-18010","555","Lost Customers"
"2014-12-01 00:00:00+07","TH-21235","533","Lost Customers"
"2014-12-01 00:00:00+07","KM-16660","555","Lost Customers"
"2014-12-01 00:00:00+07","TW-21025","542","Lost Customers"
"2014-12-01 00:00:00+07","NP-18700","511","Lost Customers"
"2014-12-01 00:00:00+07","BT-11530","543","Lost Customers"
"2014-12-01 00:00:00+07","JC-15775","555","Lost Customers"
"2014-12-01 00:00:00+07","DP-13390","555","Lost Customers"
"2014-12-01 00:00:00+07","GM-14440","531","Lost Customers"
"2014-12-01 00:00:00+07","MH-17455","543","Lost Customers"
"2014-12-01 00:00:00+07","MC-17845","512","Lost Customers"
"2014-12-01 00:00:00+07","SM-20950","543","Lost Customers"
"2014-12-01 00:00:00+07","WB-21850","513","Lost Customers"
"2014-12-01 00:00:00+07","AB-10105","521","Lost Customers"
"2014-12-01 00:00:00+07","PS-19045","511","Lost Customers"
"2014-12-01 00:00:00+07","CT-11995","512","Lost Customers"
"2014-12-01 00:00:00+07","TS-21505","511","Lost Customers"
"2014-12-01 00:00:00+07","TC-21295","532","Lost Customers"
"2014-12-01 00:00:00+07","KH-16510","554","Lost Customers"
"2014-12-01 00:00:00+07","IM-15070","521","Lost Customers"
"2014-12-01 00:00:00+07","MK-18160","533","Lost Customers"
"2014-12-01 00:00:00+07","BP-11095","511","Lost Customers"
"2014-12-01 00:00:00+07","SG-20605","522","Lost Customers"
"2014-12-01 00:00:00+07","EC-14050","555","Lost Customers"
"2014-12-01 00:00:00+07","RF-19840","544","Lost Customers"
"2014-12-01 00:00:00+07","EJ-13720","534","Lost Customers"
"2014-12-01 00:00:00+07","SC-20305","522","Lost Customers"
"2014-12-01 00:00:00+07","CC-12100","511","Lost Customers"
"2014-12-01 00:00:00+07","SC-20695","543","Lost Customers"
"2014-12-01 00:00:00+07","LE-16810","533","Lost Customers"
"2014-12-01 00:00:00+07","KN-16450","555","Lost Customers"
"2014-12-01 00:00:00+07","KB-16585","531","Lost Customers"
"2014-12-01 00:00:00+07","SH-20635","531","Lost Customers"
"2014-12-01 00:00:00+07","JO-15280","555","Lost Customers"
"2014-12-01 00:00:00+07","MC-18100","531","Lost Customers"
"2014-12-01 00:00:00+07","EB-13705","532","Lost Customers"
"2014-12-01 00:00:00+07","SS-20875","522","Lost Customers"
"2014-12-01 00:00:00+07","BM-11785","543","Lost Customers"
"2014-12-01 00:00:00+07","CS-11845","555","Lost Customers"
"2014-12-01 00:00:00+07","TB-21400","531","Lost Customers"
"2014-12-01 00:00:00+07","JD-16015","524","Lost Customers"
"2014-12-01 00:00:00+07","RF-19345","534","Lost Customers"
"2014-12-01 00:00:00+07","RA-19285","555","Lost Customers"
"2014-12-01 00:00:00+07","EB-13840","544","Lost Customers"
"2014-12-01 00:00:00+07","KC-16675","555","Lost Customers"
"2014-12-01 00:00:00+07","KD-16345","544","Lost Customers"
"2014-12-01 00:00:00+07","PB-19150","555","Lost Customers"
"2014-12-01 00:00:00+07","CY-12745","543","Lost Customers"
"2014-12-01 00:00:00+07","LH-17155","524","Lost Customers"
"2014-12-01 00:00:00+07","SH-19975","522","Lost Customers"
"2014-12-01 00:00:00+07","SM-20005","523","Lost Customers"
"2014-12-01 00:00:00+07","TS-21205","535","Lost Customers"
"2014-12-01 00:00:00+07","FP-14320","521","Lost Customers"
"2014-12-01 00:00:00+07","CK-12760","554","Lost Customers"
"2014-12-01 00:00:00+07","VP-21760","533","Lost Customers"
"2014-12-01 00:00:00+07","DM-12955","544","Lost Customers"
"2014-12-01 00:00:00+07","TB-21250","513","Lost Customers"
"2014-12-01 00:00:00+07","JK-15625","532","Lost Customers"
"2014-12-01 00:00:00+07","TB-21175","544","Lost Customers"
"2014-12-01 00:00:00+07","DJ-13420","523","Lost Customers"
"2014-12-01 00:00:00+07","AS-10630","543","Lost Customers"
"2014-12-01 00:00:00+07","EH-14005","543","Lost Customers"
"2014-12-01 00:00:00+07","PO-18850","543","Lost Customers"
"2014-12-01 00:00:00+07","RC-19960","522","Lost Customers"
"2014-12-01 00:00:00+07","BK-11260","512","Lost Customers"
"2014-12-01 00:00:00+07","BG-11035","544","Lost Customers"
"2014-12-01 00:00:00+07","RS-19765","531","Lost Customers"
"2014-12-01 00:00:00+07","DK-13150","522","Lost Customers"
"2014-12-01 00:00:00+07","JB-15925","543","Lost Customers"
"2014-12-01 00:00:00+07","NB-18655","532","Lost Customers"
"2014-12-01 00:00:00+07","RL-19615","514","Lost Customers"
"2014-12-01 00:00:00+07","EA-14035","512","Lost Customers"
"2014-12-01 00:00:00+07","BS-11590","531","Lost Customers"
"2014-12-01 00:00:00+07","RC-19825","555","Lost Customers"
"2014-12-01 00:00:00+07","CP-12085","543","Lost Customers"
"2014-12-01 00:00:00+07","NG-18430","532","Lost Customers"
"2014-12-01 00:00:00+07","MC-17635","555","Lost Customers"
"2014-12-01 00:00:00+07","DP-13165","521","Lost Customers"
"2014-12-01 00:00:00+07","ON-18715","512","Lost Customers"
"2014-12-01 00:00:00+07","KN-16390","543","Lost Customers"
"2014-12-01 00:00:00+07","MC-17575","555","Lost Customers"
"2014-12-01 00:00:00+07","EM-13825","525","Lost Customers"
"2014-12-01 00:00:00+07","MD-17860","513","Lost Customers"
"2014-12-01 00:00:00+07","TB-21280","544","Lost Customers"
"2014-12-01 00:00:00+07","AA-10645","522","Lost Customers"
"2014-12-01 00:00:00+07","MC-17605","532","Lost Customers"
"2014-12-01 00:00:00+07","TR-21325","544","Lost Customers"
"2014-12-01 00:00:00+07","JK-15730","511","Lost Customers"
"2014-11-01 00:00:00+07","RF-19345","555","Lost Customers"
"2014-11-01 00:00:00+07","PB-19150","523","Lost Customers"
"2014-11-01 00:00:00+07","JL-15505","514","Lost Customers"
"2014-11-01 00:00:00+07","Co-12640","555","Lost Customers"
"2014-11-01 00:00:00+07","AH-10210","532","Lost Customers"
"2014-11-01 00:00:00+07","BS-11380","555","Lost Customers"
"2014-11-01 00:00:00+07","CS-12250","512","Lost Customers"
"2014-11-01 00:00:00+07","MO-17500","555","Lost Customers"
"2014-11-01 00:00:00+07","BF-11080","555","Lost Customers"
"2014-11-01 00:00:00+07","SG-20470","523","Lost Customers"
"2014-11-01 00:00:00+07","BT-11680","531","Lost Customers"
"2014-11-01 00:00:00+07","MC-17635","544","Lost Customers"
"2014-11-01 00:00:00+07","DH-13675","522","Lost Customers"
"2014-11-01 00:00:00+07","MS-17770","522","Lost Customers"
"2014-11-01 00:00:00+07","JO-15145","523","Lost Customers"
"2014-11-01 00:00:00+07","JE-15745","555","Lost Customers"
"2014-11-01 00:00:00+07","LS-16975","544","Lost Customers"
"2014-11-01 00:00:00+07","LS-17200","514","Lost Customers"
"2014-11-01 00:00:00+07","NW-18400","521","Lost Customers"
"2014-11-01 00:00:00+07","LS-17245","512","Lost Customers"
"2014-11-01 00:00:00+07","MC-17590","511","Lost Customers"
"2014-11-01 00:00:00+07","SE-20110","544","Lost Customers"
"2014-11-01 00:00:00+07","AR-10540","544","Lost Customers"
"2014-11-01 00:00:00+07","MP-18175","521","Lost Customers"
"2014-11-01 00:00:00+07","RB-19435","511","Lost Customers"
"2014-11-01 00:00:00+07","LW-16825","522","Lost Customers"
"2014-11-01 00:00:00+07","MY-18295","521","Lost Customers"
"2014-11-01 00:00:00+07","DK-12985","532","Lost Customers"
"2014-11-01 00:00:00+07","EH-13990","543","Lost Customers"
"2014-11-01 00:00:00+07","HP-14815","543","Lost Customers"
"2014-11-01 00:00:00+07","NG-18355","512","Lost Customers"
"2014-11-01 00:00:00+07","AT-10435","555","Lost Customers"
"2014-11-01 00:00:00+07","TH-21100","521","Lost Customers"
"2014-11-01 00:00:00+07","HR-14830","511","Lost Customers"
"2014-11-01 00:00:00+07","VG-21790","543","Lost Customers"
"2014-11-01 00:00:00+07","NG-18430","555","Lost Customers"
"2014-11-01 00:00:00+07","BT-11440","555","Lost Customers"
"2014-11-01 00:00:00+07","SM-20005","555","Lost Customers"
"2014-11-01 00:00:00+07","DK-12835","543","Lost Customers"
"2014-11-01 00:00:00+07","PB-19210","544","Lost Customers"
"2014-11-01 00:00:00+07","ED-13885","555","Lost Customers"
"2014-11-01 00:00:00+07","SS-20140","524","Lost Customers"
"2014-11-01 00:00:00+07","SC-20095","511","Lost Customers"
"2014-11-01 00:00:00+07","TC-21475","555","Lost Customers"
"2014-11-01 00:00:00+07","RB-19645","555","Lost Customers"
"2014-11-01 00:00:00+07","SP-20920","544","Lost Customers"
"2014-11-01 00:00:00+07","EH-14185","555","Lost Customers"
"2014-11-01 00:00:00+07","RA-19885","511","Lost Customers"
"2014-11-01 00:00:00+07","GR-14560","511","Lost Customers"
"2014-11-01 00:00:00+07","JK-15325","533","Lost Customers"
"2014-11-01 00:00:00+07","SC-20680","534","Lost Customers"
"2014-11-01 00:00:00+07","DH-13075","511","Lost Customers"
"2014-11-01 00:00:00+07","KH-16330","511","Lost Customers"
"2014-11-01 00:00:00+07","JM-15865","531","Lost Customers"
"2014-11-01 00:00:00+07","MW-18220","532","Lost Customers"
"2014-11-01 00:00:00+07","RM-19675","511","Lost Customers"
"2014-11-01 00:00:00+07","AD-10180","555","Lost Customers"
"2014-11-01 00:00:00+07","RD-19900","511","Lost Customers"
"2014-11-01 00:00:00+07","DB-13360","543","Lost Customers"
"2014-11-01 00:00:00+07","MK-17905","542","Lost Customers"
"2014-11-01 00:00:00+07","MH-17785","521","Lost Customers"
"2014-11-01 00:00:00+07","AB-10600","555","Lost Customers"
"2014-11-01 00:00:00+07","JK-15730","511","Lost Customers"
"2014-11-01 00:00:00+07","JC-16105","544","Lost Customers"
"2014-11-01 00:00:00+07","MS-17530","514","Lost Customers"
"2014-11-01 00:00:00+07","PW-19240","533","Lost Customers"
"2014-11-01 00:00:00+07","JG-15805","555","Lost Customers"
"2014-11-01 00:00:00+07","CS-11950","511","Lost Customers"
"2014-11-01 00:00:00+07","TS-21205","521","Lost Customers"
"2014-11-01 00:00:00+07","RB-19330","522","Lost Customers"
"2014-11-01 00:00:00+07","GT-14710","521","Lost Customers"
"2014-11-01 00:00:00+07","CB-12025","555","Lost Customers"
"2014-11-01 00:00:00+07","YC-21895","511","Lost Customers"
"2014-11-01 00:00:00+07","MP-17470","532","Lost Customers"
"2014-11-01 00:00:00+07","FG-14260","554","Lost Customers"
"2014-11-01 00:00:00+07","AB-10165","554","Lost Customers"
"2014-11-01 00:00:00+07","JD-16150","511","Lost Customers"
"2014-11-01 00:00:00+07","AH-10075","555","Lost Customers"
"2014-11-01 00:00:00+07","RH-19510","543","Lost Customers"
"2014-11-01 00:00:00+07","SR-20740","512","Lost Customers"
"2014-11-01 00:00:00+07","SC-20260","555","Lost Customers"
"2014-11-01 00:00:00+07","JF-15190","522","Lost Customers"
"2014-11-01 00:00:00+07","PB-19105","532","Lost Customers"
"2014-11-01 00:00:00+07","SS-20410","511","Lost Customers"
"2014-11-01 00:00:00+07","ML-17410","521","Lost Customers"
"2014-11-01 00:00:00+07","CM-11815","555","Lost Customers"
"2014-11-01 00:00:00+07","CC-12220","554","Lost Customers"
"2014-11-01 00:00:00+07","DM-13345","525","Lost Customers"
"2014-11-01 00:00:00+07","DP-13000","533","Lost Customers"
"2014-11-01 00:00:00+07","DB-12970","513","Lost Customers"
"2014-11-01 00:00:00+07","RF-19840","544","Lost Customers"
"2014-11-01 00:00:00+07","JA-15970","532","Lost Customers"
"2014-11-01 00:00:00+07","MZ-17515","511","Lost Customers"
"2014-11-01 00:00:00+07","TS-21430","532","Lost Customers"
"2014-11-01 00:00:00+07","AP-10915","533","Lost Customers"
"2014-11-01 00:00:00+07","PK-19075","532","Lost Customers"
"2014-11-01 00:00:00+07","BH-11710","531","Lost Customers"
"2014-11-01 00:00:00+07","KN-16705","523","Lost Customers"
"2014-11-01 00:00:00+07","MA-17560","512","Lost Customers"
"2014-11-01 00:00:00+07","KD-16270","511","Lost Customers"
"2014-11-01 00:00:00+07","TZ-21580","521","Lost Customers"
"2014-11-01 00:00:00+07","SC-20020","511","Lost Customers"
"2014-11-01 00:00:00+07","BF-11215","544","Lost Customers"
"2014-11-01 00:00:00+07","JP-15520","511","Lost Customers"
"2014-11-01 00:00:00+07","EB-13870","542","Lost Customers"
"2014-11-01 00:00:00+07","BP-11095","534","Lost Customers"
"2014-11-01 00:00:00+07","SC-20725","511","Lost Customers"
"2014-11-01 00:00:00+07","MS-17365","512","Lost Customers"
"2014-11-01 00:00:00+07","TC-20980","534","Lost Customers"
"2014-11-01 00:00:00+07","TB-21595","523","Lost Customers"
"2014-11-01 00:00:00+07","LH-16900","543","Lost Customers"
"2014-11-01 00:00:00+07","GA-14515","544","Lost Customers"
"2014-11-01 00:00:00+07","BG-11035","543","Lost Customers"
"2014-11-01 00:00:00+07","DE-13255","555","Lost Customers"
"2014-11-01 00:00:00+07","MD-17350","511","Lost Customers"
"2014-11-01 00:00:00+07","SZ-20035","544","Lost Customers"
"2014-11-01 00:00:00+07","ON-18715","524","Lost Customers"
"2014-11-01 00:00:00+07","TH-21235","555","Lost Customers"
"2014-11-01 00:00:00+07","WB-21850","511","Lost Customers"
"2014-11-01 00:00:00+07","NM-18445","511","Lost Customers"
"2014-11-01 00:00:00+07","SH-20395","511","Lost Customers"
"2014-11-01 00:00:00+07","SP-20650","544","Lost Customers"
"2014-11-01 00:00:00+07","AT-10735","523","Lost Customers"
"2014-11-01 00:00:00+07","SG-20605","511","Lost Customers"
"2014-11-01 00:00:00+07","TC-21535","555","Lost Customers"
"2014-11-01 00:00:00+07","RP-19390","555","Lost Customers"
"2014-11-01 00:00:00+07","JK-16120","531","Lost Customers"
"2014-11-01 00:00:00+07","RD-19720","523","Lost Customers"
"2014-11-01 00:00:00+07","SW-20755","534","Lost Customers"
"2014-11-01 00:00:00+07","LC-17050","522","Lost Customers"
"2014-11-01 00:00:00+07","PO-18850","544","Lost Customers"
